skill,city,sector,mention_count,week_over_week_change,month_over_month_change,direction,gov_training_seats,gov_courses,has_gov_course,snapshot_date
PHP Development,Kochi,All,308,-11,-46,declining,0,[],f,2026-03-06 03:15:31.569923+00
Cloud Computing (AWS),Chennai,All,307,29,92,rising,3782,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.41098+00
Traditional SEO,Agra,All,307,-10,-35,declining,0,[],f,2026-03-06 03:15:31.718647+00
React/Next.js,Coimbatore,All,307,22,67,rising,1124,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.472838+00
Desktop Publishing,Vadodara,All,306,-20,-62,declining,0,[],f,2026-03-06 03:15:31.529791+00
Kubernetes/Docker,Hubli,All,306,20,68,rising,0,[],f,2026-03-06 03:15:31.672543+00
Print Media Design,Hyderabad,All,306,-13,-45,declining,0,[],f,2026-03-06 03:15:31.407662+00
Telemarketing,Vadodara,All,306,-25,-87,declining,0,[],f,2026-03-06 03:15:31.530076+00
Manual Bookkeeping,Nashik,All,306,-19,-59,declining,0,[],f,2026-03-06 03:15:31.498392+00
VB.NET,Agra,All,306,-12,-39,declining,0,[],f,2026-03-06 03:15:31.7209+00
Desktop Publishing,Jaipur,All,306,-20,-62,declining,0,[],f,2026-03-06 03:15:31.489029+00
Legacy COBOL,Ahmedabad,All,306,-10,-30,declining,0,[],f,2026-03-06 03:15:31.449005+00
Cold Calling,Visakhapatnam,All,305,-25,-75,declining,0,[],f,2026-03-06 03:15:31.580468+00
Legacy COBOL,Rajkot,All,305,-6,-26,declining,0,[],f,2026-03-06 03:15:31.62505+00
Print Media Design,Kolkata,All,304,-16,-48,declining,0,[],f,2026-03-06 03:15:31.427841+00
Kubernetes/Docker,Chandigarh,All,304,17,65,rising,0,[],f,2026-03-06 03:15:31.556615+00
AI-assisted Content Moderation,Agra,All,304,80,280,rising,0,[],f,2026-03-06 03:15:31.713587+00
Copy Typing,Ahmedabad,All,304,-23,-93,declining,0,[],f,2026-03-06 03:15:31.447224+00
Dreamweaver,Ahmedabad,All,304,-5,-20,declining,0,[],f,2026-03-06 03:15:31.450263+00
Salesforce,Kochi,All,304,14,42,rising,3018,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.568129+00
Voice Support,Mumbai,All,304,-30,-107,declining,0,[],f,2026-03-06 03:15:31.374054+00
Product Management,Tiruchirappalli,All,303,18,53,rising,0,[],f,2026-03-06 03:15:31.683835+00
Copy Typing,Mumbai,All,303,-24,-94,declining,0,[],f,2026-03-06 03:15:31.375965+00
Cybersecurity,Indore,All,303,25,93,rising,819,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.462953+00
Traditional SEO,Varanasi,All,303,-5,-30,declining,0,[],f,2026-03-06 03:15:31.729109+00
Product Management,Rajkot,All,302,19,54,rising,0,[],f,2026-03-06 03:15:31.620398+00
Copy Typing,Surat,All,302,-25,-95,declining,0,[],f,2026-03-06 03:15:31.539244+00
VB.NET,Hubli,All,302,-15,-42,declining,0,[],f,2026-03-06 03:15:31.679089+00
PHP Development,Bangalore,All,302,-10,-45,declining,0,[],f,2026-03-06 03:15:31.396306+00
Cloud Computing (AWS),Indore,All,301,26,89,rising,2854,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.461416+00
Machine Learning,Chennai,All,301,32,117,rising,412,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.411234+00
AI Quality Review,Kolkata,All,301,37,132,rising,0,[],f,2026-03-06 03:15:31.420552+00
Machine Learning,Rajkot,All,301,30,115,rising,4101,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.61703+00
Traditional SEO,Jaipur,All,300,-12,-37,declining,0,[],f,2026-03-06 03:15:31.488536+00
Tally Accounting,Nagpur,All,300,-12,-42,declining,0,[],f,2026-03-06 03:15:31.456546+00
VB.NET,Siliguri,All,300,-16,-43,declining,0,[],f,2026-03-06 03:15:31.752585+00
Shorthand,Agra,All,300,-26,-101,declining,0,[],f,2026-03-06 03:15:31.720652+00
VB.NET,Nagpur,All,299,-11,-38,declining,0,[],f,2026-03-06 03:15:31.460156+00
Product Management,Lucknow,All,299,17,52,rising,0,[],f,2026-03-06 03:15:31.505558+00
Print Media Design,Indore,All,299,-10,-42,declining,0,[],f,2026-03-06 03:15:31.468411+00
Basic Excel,Hyderabad,All,299,-16,-53,declining,0,[],f,2026-03-06 03:15:31.405835+00
Python for Data,Agra,All,298,26,99,rising,4136,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.711591+00
LLM Fine-Tuning,Ahmedabad,All,298,27,105,rising,0,[],f,2026-03-06 03:15:31.441648+00
Cybersecurity,Nashik,All,298,31,99,rising,174,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.493511+00
Print Media Design,Raipur,All,298,-11,-43,declining,0,[],f,2026-03-06 03:15:31.698058+00
Cybersecurity,Dehradun,All,298,23,91,rising,4156,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.650379+00
Blockchain,Chandigarh,All,298,15,40,rising,0,[],f,2026-03-06 03:15:31.558139+00
DevOps/CI-CD,Dehradun,All,297,22,72,rising,1083,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.649869+00
Traditional SEO,Thiruvananthapuram,All,297,-8,-33,declining,0,[],f,2026-03-06 03:15:31.592057+00
Salesforce,Mangaluru,All,297,14,42,rising,1797,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.663461+00
Data Entry,Thiruvananthapuram,All,297,-22,-77,declining,0,[],f,2026-03-06 03:15:31.58964+00
Salesforce,Hyderabad,All,297,9,37,rising,2117,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.404611+00
Filing/Clerical,Varanasi,All,297,-14,-61,declining,0,[],f,2026-03-06 03:15:31.730133+00
VB.NET,Chennai,All,296,-6,-33,declining,0,[],f,2026-03-06 03:15:31.419823+00
AI-assisted Content Moderation,Siliguri,All,295,83,283,rising,0,[],f,2026-03-06 03:15:31.745272+00
Basic Excel,Kolkata,All,295,-10,-47,declining,0,[],f,2026-03-06 03:15:31.426152+00
Cybersecurity,Mumbai,All,294,22,90,rising,3940,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.371206+00
Shorthand,Visakhapatnam,All,294,-35,-110,declining,0,[],f,2026-03-06 03:15:31.583419+00
Manual Bookkeeping,Jabalpur,All,293,-17,-57,declining,0,[],f,2026-03-06 03:15:31.739381+00
DevOps/CI-CD,Nagpur,All,293,25,75,rising,2952,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.452315+00
Manual Bookkeeping,Kochi,All,293,-19,-59,declining,0,[],f,2026-03-06 03:15:31.570676+00
Natural Language Processing,Jaipur,All,292,40,128,rising,0,[],f,2026-03-06 03:15:31.483899+00
Copy Typing,Nagpur,All,292,-30,-100,declining,0,[],f,2026-03-06 03:15:31.45727+00
Dreamweaver,Hubli,All,292,-8,-23,declining,0,[],f,2026-03-06 03:15:31.679341+00
AI-assisted Content Moderation,Kochi,All,292,75,275,rising,0,[],f,2026-03-06 03:15:31.566143+00
Kubernetes/Docker,Lucknow,All,292,23,71,rising,0,[],f,2026-03-06 03:15:31.504828+00
Product Management,Dehradun,All,292,17,52,rising,0,[],f,2026-03-06 03:15:31.652197+00
VB.NET,Hyderabad,All,291,-8,-35,declining,0,[],f,2026-03-06 03:15:31.40968+00
Manual Bookkeeping,Lucknow,All,291,-19,-59,declining,0,[],f,2026-03-06 03:15:31.508552+00
Data Entry,Chandigarh,All,290,-25,-80,declining,0,[],f,2026-03-06 03:15:31.558643+00
Data Entry,Mangaluru,All,290,-22,-77,declining,0,[],f,2026-03-06 03:15:31.664219+00
PHP Development,Madurai,All,289,-14,-49,declining,0,[],f,2026-03-06 03:15:31.612185+00
Data Engineering,Kolkata,All,289,23,83,rising,3286,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.423257+00
Tableau/Power BI,Raipur,All,289,17,57,rising,4699,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.693869+00
Cold Calling,Lucknow,All,289,-19,-69,declining,0,[],f,2026-03-06 03:15:31.508048+00
Filing/Clerical,Jodhpur,All,288,-20,-67,declining,0,[],f,2026-03-06 03:15:31.635326+00
React/Next.js,Bhopal,All,288,23,68,rising,4346,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.513687+00
Basic Excel,Guwahati,All,287,-20,-57,declining,0,[],f,2026-03-06 03:15:31.706576+00
Shorthand,Bangalore,All,286,-25,-100,declining,0,[],f,2026-03-06 03:15:31.399434+00
Basic Excel,Vadodara,All,286,-20,-57,declining,0,[],f,2026-03-06 03:15:31.527588+00
Cloud Computing (AWS),Delhi,All,285,21,84,rising,3635,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.380525+00
Blockchain,Pune,All,285,11,36,rising,0,[],f,2026-03-06 03:15:31.435286+00
Filing/Clerical,Thiruvananthapuram,All,285,-18,-65,declining,0,[],f,2026-03-06 03:15:31.593122+00
Tally Accounting,Tiruchirappalli,All,285,-17,-47,declining,0,[],f,2026-03-06 03:15:31.685922+00
AI Quality Review,Siliguri,All,285,42,137,rising,0,[],f,2026-03-06 03:15:31.742915+00
Basic Excel,Coimbatore,All,285,-13,-50,declining,0,[],f,2026-03-06 03:15:31.476707+00
React/Next.js,Surat,All,285,17,62,rising,4122,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.534325+00
Natural Language Processing,Rajkot,All,284,38,126,rising,0,[],f,2026-03-06 03:15:31.61909+00
Cybersecurity,Lucknow,All,284,25,93,rising,3100,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.503836+00
Natural Language Processing,Lucknow,All,284,34,122,rising,0,[],f,2026-03-06 03:15:31.504335+00
Agile/Scrum,Mumbai,All,283,16,46,rising,3538,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.373279+00
AI Quality Review,Guwahati,All,283,43,138,rising,0,[],f,2026-03-06 03:15:31.700843+00
AI-assisted Content Moderation,Indore,All,283,76,276,rising,0,[],f,2026-03-06 03:15:31.463209+00
Network Cabling,Patna,All,283,-11,-28,declining,0,[],f,2026-03-06 03:15:31.552187+00
Cloud Computing (AWS),Hubli,All,283,29,92,rising,4626,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.669813+00
Legacy COBOL,Bhopal,All,282,-8,-28,declining,0,[],f,2026-03-06 03:15:31.520275+00
Prompt Engineering,Ranchi,All,282,46,151,rising,0,[],f,2026-03-06 03:15:31.637488+00
Manual Bookkeeping,Jodhpur,All,282,-15,-55,declining,0,[],f,2026-03-06 03:15:31.633916+00
Cold Calling,Hubli,All,281,-23,-73,declining,0,[],f,2026-03-06 03:15:31.676035+00
Python for Data,Mumbai,All,281,27,100,rising,1265,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.369382+00
Cloud Computing (AWS),Jodhpur,All,281,25,88,rising,1644,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.627564+00
Manual Testing,Mumbai,All,281,-22,-67,declining,0,[],f,2026-03-06 03:15:31.374673+00
Blockchain,Raipur,All,281,14,39,rising,0,[],f,2026-03-06 03:15:31.695148+00
Telemarketing,Ranchi,All,280,-22,-84,declining,0,[],f,2026-03-06 03:15:31.64596+00
Salesforce,Vadodara,All,280,11,39,rising,3906,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.526307+00
PHP Development,Delhi,All,280,-10,-45,declining,0,[],f,2026-03-06 03:15:31.386158+00
UI/UX Design,Surat,All,279,13,51,rising,3954,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.536101+00
Data Entry,Bangalore,All,279,-20,-75,declining,0,[],f,2026-03-06 03:15:31.395334+00
Voice Support,Guwahati,All,279,-29,-106,declining,0,[],f,2026-03-06 03:15:31.705801+00
PHP Development,Nagpur,All,279,-17,-52,declining,0,[],f,2026-03-06 03:15:31.456781+00
Manual Testing,Raipur,All,278,-15,-60,declining,0,[],f,2026-03-06 03:15:31.6959+00
Data Engineering,Agra,All,278,27,87,rising,1347,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.714082+00
Print Media Design,Nagpur,All,278,-13,-45,declining,0,[],f,2026-03-06 03:15:31.457993+00
Desktop Publishing,Hyderabad,All,278,-17,-59,declining,0,[],f,2026-03-06 03:15:31.407893+00
Manual Bookkeeping,Ranchi,All,278,-15,-55,declining,0,[],f,2026-03-06 03:15:31.644955+00
Computer Vision,Madurai,All,278,24,79,rising,0,[],f,2026-03-06 03:15:31.607118+00
Cloud Computing (AWS),Pune,All,277,21,84,rising,2669,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.431031+00
Prompt Engineering,Bhopal,All,276,46,151,rising,0,[],f,2026-03-06 03:15:31.511705+00
Print Media Design,Jabalpur,All,276,-8,-40,declining,0,[],f,2026-03-06 03:15:31.739937+00
Cybersecurity,Siliguri,All,276,27,95,rising,4790,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.745031+00
Cybersecurity,Vadodara,All,275,24,92,rising,2956,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.523962+00
Manual Bookkeeping,Mysuru,All,274,-16,-56,declining,0,[],f,2026-03-06 03:15:31.60227+00
Traditional SEO,Jodhpur,All,273,-13,-38,declining,0,[],f,2026-03-06 03:15:31.634197+00
Manual Bookkeeping,Nagpur,All,273,-16,-56,declining,0,[],f,2026-03-06 03:15:31.457517+00
AI Quality Review,Mumbai,All,272,37,132,rising,0,[],f,2026-03-06 03:15:31.369113+00
React/Next.js,Pune,All,272,16,61,rising,1408,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.432335+00
PHP Development,Jabalpur,All,271,-9,-44,declining,0,[],f,2026-03-06 03:15:31.738591+00
Prompt Engineering,Nashik,All,271,47,152,rising,0,[],f,2026-03-06 03:15:31.491292+00
Computer Vision,Agra,All,271,26,81,rising,0,[],f,2026-03-06 03:15:31.712566+00
React/Next.js,Mangaluru,All,271,23,68,rising,3493,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.660777+00
React/Next.js,Chandigarh,All,270,23,68,rising,1582,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.555257+00
React/Next.js,Hyderabad,All,270,21,66,rising,2837,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.402179+00
Network Cabling,Coimbatore,All,269,-3,-20,declining,0,[],f,2026-03-06 03:15:31.480047+00
Python for Data,Ahmedabad,All,269,34,107,rising,619,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.440896+00
AI-assisted Content Moderation,Nashik,All,268,81,281,rising,0,[],f,2026-03-06 03:15:31.493906+00
Telemarketing,Chennai,All,268,-24,-86,declining,0,[],f,2026-03-06 03:15:31.418308+00
Traditional SEO,Indore,All,268,-12,-37,declining,0,[],f,2026-03-06 03:15:31.468153+00
Salesforce,Varanasi,All,267,6,34,rising,405,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.726293+00
Agile/Scrum,Mysuru,All,267,17,47,rising,1684,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.599331+00
Shorthand,Raipur,All,267,-26,-101,declining,0,[],f,2026-03-06 03:15:31.699879+00
LLM Fine-Tuning,Coimbatore,All,267,30,108,rising,0,[],f,2026-03-06 03:15:31.472112+00
Network Cabling,Indore,All,266,-3,-20,declining,0,[],f,2026-03-06 03:15:31.469905+00
Computer Vision,Chandigarh,All,266,18,73,rising,0,[],f,2026-03-06 03:15:31.554718+00
Cybersecurity,Kochi,All,266,32,100,rising,2609,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.565861+00
Data Entry,Bhopal,All,266,-27,-82,declining,0,[],f,2026-03-06 03:15:31.516901+00
Data Engineering,Lucknow,All,266,23,83,rising,2558,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.504579+00
Traditional SEO,Hubli,All,265,-8,-33,declining,0,[],f,2026-03-06 03:15:31.676812+00
Python for Data,Visakhapatnam,All,265,25,98,rising,3945,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.574283+00
AI Quality Review,Chennai,All,265,34,129,rising,0,[],f,2026-03-06 03:15:31.410483+00
Prompt Engineering,Jodhpur,All,265,39,144,rising,0,[],f,2026-03-06 03:15:31.626743+00
Data Engineering,Jaipur,All,264,20,80,rising,3440,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.484164+00
Agile/Scrum,Kolkata,All,264,14,44,rising,2481,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.424637+00
VB.NET,Visakhapatnam,All,263,-8,-35,declining,0,[],f,2026-03-06 03:15:31.58369+00
UI/UX Design,Jodhpur,All,263,12,50,rising,4816,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.630525+00
Desktop Publishing,Ahmedabad,All,262,-20,-62,declining,0,[],f,2026-03-06 03:15:31.44823+00
Kubernetes/Docker,Madurai,All,262,17,65,rising,0,[],f,2026-03-06 03:15:31.609102+00
Python for Data,Jabalpur,All,262,31,104,rising,4468,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.732383+00
Cold Calling,Siliguri,All,262,-15,-65,declining,0,[],f,2026-03-06 03:15:31.749326+00
AI-assisted Content Moderation,Madurai,All,261,81,281,rising,0,[],f,2026-03-06 03:15:31.608185+00
Manual Testing,Guwahati,All,261,-20,-65,declining,0,[],f,2026-03-06 03:15:31.706301+00
Kubernetes/Docker,Rajkot,All,260,14,62,rising,0,[],f,2026-03-06 03:15:31.619614+00
Tableau/Power BI,Nashik,All,260,19,59,rising,336,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.494955+00
Copy Typing,Coimbatore,All,259,-24,-94,declining,0,[],f,2026-03-06 03:15:31.477735+00
Data Entry,Mysuru,All,259,-17,-72,declining,0,[],f,2026-03-06 03:15:31.600435+00
Product Management,Mysuru,All,259,10,45,rising,0,[],f,2026-03-06 03:15:31.599083+00
Salesforce,Surat,All,259,13,41,rising,2355,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.536896+00
Cybersecurity,Jaipur,All,259,22,90,rising,1749,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.483395+00
Manual Bookkeeping,Kolkata,All,258,-19,-59,declining,0,[],f,2026-03-06 03:15:31.427362+00
Manual Bookkeeping,Varanasi,All,257,-12,-52,declining,0,[],f,2026-03-06 03:15:31.728851+00
DevOps/CI-CD,Kochi,All,257,25,75,rising,2705,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.565341+00
Tableau/Power BI,Varanasi,All,257,14,54,rising,1010,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.72521+00
Copy Typing,Tiruchirappalli,All,256,-23,-93,declining,0,[],f,2026-03-06 03:15:31.686691+00
Cold Calling,Rajkot,All,256,-22,-72,declining,0,[],f,2026-03-06 03:15:31.622996+00
Legacy COBOL,Hyderabad,All,256,-11,-31,declining,0,[],f,2026-03-06 03:15:31.408615+00
VB.NET,Surat,All,256,-7,-34,declining,0,[],f,2026-03-06 03:15:31.542041+00
AI Quality Review,Bangalore,All,256,39,134,rising,0,[],f,2026-03-06 03:15:31.3901+00
Python for Data,Chandigarh,All,255,26,99,rising,3798,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.553664+00
VB.NET,Ranchi,All,255,-16,-43,declining,0,[],f,2026-03-06 03:15:31.647456+00
AI-assisted Content Moderation,Jodhpur,All,255,78,278,rising,0,[],f,2026-03-06 03:15:31.629308+00
VB.NET,Raipur,All,255,-6,-33,declining,0,[],f,2026-03-06 03:15:31.700104+00
Salesforce,Tiruchirappalli,All,254,6,34,rising,2506,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.684363+00
UI/UX Design,Tiruchirappalli,All,254,10,48,rising,2995,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.683598+00
Cloud Computing (AWS),Ahmedabad,All,254,23,86,rising,2787,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.441161+00
Kubernetes/Docker,Jabalpur,All,254,23,71,rising,0,[],f,2026-03-06 03:15:31.735388+00
Hardware Troubleshooting,Nagpur,All,254,-10,-32,declining,0,[],f,2026-03-06 03:15:31.459379+00
PHP Development,Mysuru,All,254,-17,-52,declining,0,[],f,2026-03-06 03:15:31.60147+00
Cold Calling,Jaipur,All,254,-17,-67,declining,0,[],f,2026-03-06 03:15:31.487784+00
Tableau/Power BI,Visakhapatnam,All,253,12,52,rising,476,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.577387+00
Machine Learning,Surat,All,253,30,115,rising,1771,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.533302+00
Data Entry,Varanasi,All,253,-27,-82,declining,0,[],f,2026-03-06 03:15:31.727054+00
LLM Fine-Tuning,Tiruchirappalli,All,253,35,113,rising,0,[],f,2026-03-06 03:15:31.681003+00
Hardware Troubleshooting,Jabalpur,All,252,-11,-33,declining,0,[],f,2026-03-06 03:15:31.741278+00
Network Cabling,Ranchi,All,252,-12,-29,declining,0,[],f,2026-03-06 03:15:31.646948+00
Network Cabling,Varanasi,All,252,-2,-19,declining,0,[],f,2026-03-06 03:15:31.730873+00
Product Management,Madurai,All,252,15,50,rising,0,[],f,2026-03-06 03:15:31.60989+00
Blockchain,Coimbatore,All,252,14,39,rising,0,[],f,2026-03-06 03:15:31.47556+00
Copy Typing,Delhi,All,251,-31,-101,declining,0,[],f,2026-03-06 03:15:31.386621+00
Basic Excel,Mumbai,All,251,-15,-52,declining,0,[],f,2026-03-06 03:15:31.374925+00
Agile/Scrum,Delhi,All,251,8,38,rising,4688,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.384178+00
Natural Language Processing,Chandigarh,All,251,33,121,rising,0,[],f,2026-03-06 03:15:31.556124+00
Salesforce,Guwahati,All,251,14,42,rising,643,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.705281+00
Data Engineering,Coimbatore,All,251,23,83,rising,1714,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.473793+00
LLM Fine-Tuning,Agra,All,250,32,110,rising,0,[],f,2026-03-06 03:15:31.712316+00
Copy Typing,Guwahati,All,250,-31,-101,declining,0,[],f,2026-03-06 03:15:31.707841+00
Network Cabling,Mumbai,All,249,-3,-20,declining,0,[],f,2026-03-06 03:15:31.378737+00
Blockchain,Jaipur,All,249,13,38,rising,0,[],f,2026-03-06 03:15:31.486045+00
Salesforce,Dehradun,All,249,11,39,rising,3326,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.652723+00
Tableau/Power BI,Surat,All,249,11,51,rising,1143,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.53585+00
